Date,Month,Year,VOL1,VOL7,VOL30,ClosePrice ,OpenPrice,HighPrice,LowPrice,Market Volumn,Average Block Size,Average Transaction Per Block,Hash Rate,Network Difficulty,Unique Addresses,Transactions Per Second,SP500,RUSSELL,Oil,Gold,Silver,USDEUR,USDYUAN,Interest Rate,Economic Uncertainty,Crypto Index
12/09/2022,9,2022,0.014691,0.03643,0.064522,22370.45,21770.15,22439.18,21603.90,50212088965,1.22,1757.98,235601272.1,30977051760460.00,665425,2.55,4110.41,1906.09,88.18,1740.6,19.86,0.99,6.93,3.55,-0.0663535,25
13/09/2022,9,2022,0.024728,0.041032,0.069044,20296.71,22371.48,22673.82,20062.67,51091116622,1.28,1898.6,211972242.1,31125211237044.00,663498,3.18,3932.69,1831.57,87.84,1717.4,19.49,0.99,6.93,3.76,-0.0742961,34
14/09/2022,9,2022,0.012791,0.041581,0.068407,20241.09,20184.55,20467.20,19793.40,37872380889,1.47,2128.42,202308900,32045359565303.00,687667,3.11,3946.01,1838.46,88.88,1709.1,19.57,1,6.92,3.79,-0.0843899,27
15/09/2022,9,2022,0.011024,0.042175,0.068869,19701.21,20242.29,20318.17,19636.73,36389011503,1.24,1884.63,234168569.3,32045359565303.00,700513,3.07,3901.35,1825.23,85.72,1677.3,19.27,1,6.96,3.83,-0.0795655,28
16/09/2022,9,2022,0.009494,0.038814,0.068109,19772.58,19704.01,19870.63,19400.08,30123362273,1.29,2041.88,203901883.4,32045359565303.00,706574,3.24,3873.33,1798.19,85.57,1683.5,19.38,1,6.99,3.8,-0.0846937,20
17/09/2022,9,2022,0.007138,0.037672,0.068101,20127.58,19777.03,20162.53,19777.03,24957448100,1.04,1458.02,270807188.9,32045359565303.00,641808,3.18,3873.33,1798.19,85.57,1683.5,19.38,1,6.99,3.8,-0.0770936,22
18/09/2022,9,2022,0.009334,0.037539,0.065781,19419.51,20127.23,20127.23,19387.49,31254779144,0.95,1379.19,245319453.5,32045359565303.00,556563,2.75,3873.33,1798.19,85.57,1683.5,19.38,1,6.99,3.8,-0.0985972,27
19/09/2022,9,2022,0.02462,0.042304,0.069433,19544.13,19418.57,19639.48,18390.32,40177002624,1.25,1952.27,207087850.4,32045359565303.00,631537,2.49,3899.89,1812.84,86.15,1678.2,19.36,1,6.98,3.88,-0.0988557,21
20/09/2022,9,2022,0.013064,0.036079,0.070327,18890.79,19545.59,19602.46,18813.46,36791346508,1.28,1774.82,242133486.6,32045359565303.00,650202,3,3855.93,1787.5,84.69,1671.1,19.18,1,7.01,3.87,-0.110461,23
21/09/2022,9,2022,0.023112,0.040916,0.073207,18547.40,18891.28,19674.63,18290.31,46363793975,1.22,1850.52,224610668.5,32045359565303.00,632611,3.12,3789.93,1762.16,83.38,1675.7,19.48,1,7.02,3.9,-0.1187527,23
22/09/2022,9,2022,0.014172,0.042163,0.073973,19413.55,18534.65,19456.91,18415.59,41135767926,1.23,1920.27,203901883.4,32045359565303.00,614742,3.06,3757.99,1722.31,84.02,1681.1,19.62,1.02,7.05,3.9,-0.1282836,22
23/09/2022,9,2022,0.013873,0.043345,0.074791,19297.64,19412.40,19464.67,18617.55,38896078052,1.38,2084.59,215052767.7,32045359565303.00,689899,3.02,3693.23,1679.59,79.07,1655.6,18.91,1.02,7.08,3.97,-0.1312074,20
24/09/2022,9,2022,0.006644,0.04326,0.074757,18937.01,19296.99,19310.20,18861.97,26149643168,1.04,1561.92,232575585.8,32045359565303.00,588364,3.13,3693.23,1679.59,79.07,1655.6,18.91,1.02,7.08,3.97,-0.1163804,24
25/09/2022,9,2022,0.006985,0.042779,0.072511,18802.10,18936.31,19134.73,18696.47,23359966112,0.95,1442.24,234168569.3,32045359565303.00,574037,2.68,3693.23,1679.59,79.07,1655.6,18.91,1.02,7.08,3.97,-0.1073371,24
26/09/2022,9,2022,0.014071,0.037821,0.073666,19222.67,18803.90,19274.87,18721.29,44148798321,1.18,1728.74,238947519.7,32045359565303.00,614435,2.47,3655.04,1655.88,77.17,1633.4,18.48,1.03,7.13,3.98,-0.1329715,21
27/09/2022,9,2022,0.023063,0.042259,0.07664,19110.55,19221.84,20338.46,18915.67,58571439619,1.46,2101.68,205494866.9,32045359565303.00,648681,3.05,3647.29,1662.51,78.91,1636.2,18.34,1.04,7.15,3.97,-0.1453972,20
28/09/2022,9,2022,0.0162,0.038817,0.077894,19426.72,19104.62,19688.34,18553.30,53071298734,1.11,1760.32,234283743.9,31419898493799.00,620268,3.19,3719.04,1715.24,82.61,1670,18.88,1.04,7.18,3.81,-0.1440887,20
29/09/2022,9,2022,0.013007,0.038214,0.077871,19573.05,19427.78,19589.27,18924.35,41037843771,1.22,1869.52,222928606.7,31360548173145.00,652313,3.06,3640.47,1674.93,81.78,1668.6,18.71,1.03,7.2,3.8,-0.1531859,22
30/09/2022,9,2022,0.01517,0.038701,0.078485,19431.79,19573.43,20109.85,19265.66,43975248085,1.14,1696.28,263461080.6,31360548173145.00,717755,3.09,3585.62,1664.72,79.91,1672,19.04,1.02,7.12,3.87,-0.1758992,21
01/10/2022,10,2022,0.002884,0.038229,0.077914,19312.10,19431.11,19471.15,19231.08,18719537670,0.93,1336.98,282168376.3,31360548173145.00,627906,3.32,3585.62,1664.72,79.91,1672,19.04,1.02,7.12,3.87,-0.1871783,20
02/10/2022,10,2022,0.005808,0.03803,0.077304,19044.11,19311.85,19370.31,18970.62,20765955327,0.98,1360.8,244753785,31360548173145.00,570649,2.79,3585.62,1664.72,79.91,1672,19.04,1.02,7.12,3.87,-0.1894805,24
03/10/2022,10,2022,0.009722,0.036611,0.077826,19623.58,19044.07,19653.54,19025.23,30484729489,1.25,1778.05,240076961,31360548173145.00,656236,2.49,3678.43,1708.87,84.05,1702,20.59,1.02,7.12,3.84,-0.1824822,24
04/10/2022,10,2022,0.008478,0.029722,0.07797,20336.84,19623.58,20380.34,19523.84,35887278685,1.11,1710.09,254107432.8,31360548173145.00,655477,3.19,3790.93,1775.77,86.87,1730.5,21.1,1.02,7.11,3.98,-0.1808416,20
05/10/2022,10,2022,0.009944,0.026812,0.078073,20160.72,20335.90,20343.75,19801.80,33223790572,0.98,1525.83,272814728.4,31360548173145.00,644568,3.23,3783.28,1762.69,88.22,1720.8,20.54,1,7.12,3.96,-0.1994746,25
06/10/2022,10,2022,0.007533,0.024675,0.076317,19955.44,20161.04,20408.39,19900.09,34711412966,1.14,1749.71,247871667.6,31360548173145.00,677796,3.1,3744.52,1752.51,88.9,1720.9,20.66,1.01,7.12,4.01,-0.234074,26
07/10/2022,10,2022,0.010311,0.022111,0.076247,19546.85,19957.56,20041.09,19395.79,29227315390,1.15,1580.06,266578963.2,31360548173145.00,675013,3.19,3639.66,1702.15,93.07,1709.3,20.26,1.02,7.12,4.05,-0.2348047,23
08/10/2022,10,2022,0.004908,0.022472,0.07591,19416.57,19546.33,19601.70,19299.41,16437423167,0.86,1345.7,272814728.4,31360548173145.00,610636,3.11,3639.66,1702.15,93.07,1709.3,20.26,1.02,7.12,4.05,-0.2294837,24
09/10/2022,10,2022,0.003772,0.022011,0.073593,19446.43,19417.48,19542.54,19349.26,16837262532,0.88,1336.95,246312726.3,31360548173145.00,553851,2.74,3639.66,1702.15,93.07,1709.3,20.26,1.02,7.12,4.05,-0.1939788,22
10/10/2022,10,2022,0.008615,0.021529,0.073184,19141.48,19446.42,19515.47,19102.98,27425022774,1.05,1537.42,281762541.5,33738662001570.00,619704,2.45,3612.39,1691.92,91.6,1675.2,19.62,1.03,7.12,4.05,-0.1890515,22
11/10/2022,10,2022,0.006379,0.020541,0.072802,19051.42,19139.00,19241.96,18925.60,28711532910,1.11,1697.14,277924882.2,35610794164372.00,635320,2.96,3588.84,1692.92,89.75,1686,19.49,1.03,7.15,4.09,-0.1998342,24
12/10/2022,10,2022,0.00355,0.018315,0.071351,19157.45,19052.65,19203.20,19029.76,24950173846,1.21,1906.54,242520438.6,35610794164372.00,646003,3.1,3577.03,1687.76,87.83,1677.5,18.94,1.03,7.16,4.1,-0.2316853,20
13/10/2022,10,2022,0.018157,0.024723,0.068906,19382.90,19156.97,19453.33,18319.82,44219840004,1.35,1965.69,253141771.7,35610794164372.00,691476,3.11,3669.91,1728.41,89.59,1672.9,18.92,1.03,7.17,4.26,-0.2435659,20
14/10/2022,10,2022,0.013886,0.026373,0.069123,19185.66,19382.53,19889.15,19115.41,38452356727,1.32,1824.67,276154660,35610794164372.00,694651,3.19,3583.07,1682.4,86.1,1672.9,18.07,1.03,7.17,4.29,-0.2536827,24
15/10/2022,10,2022,0.003727,0.026173,0.068323,19067.63,19185.44,19212.54,19019.25,16192235532,1.07,1590.51,269073771.3,35610794164372.00,612380,3.35,3583.07,1682.4,86.1,1672.9,18.07,1.03,7.17,4.29,-0.2378702,24
16/10/2022,10,2022,0.007872,0.027069,0.068113,19268.09,19068.91,19389.60,19068.91,17988916650,0.96,1478.6,254911993.9,35610794164372.00,558957,2.78,3583.07,1682.4,86.1,1672.9,18.07,1.03,7.17,4.29,-0.2321829,24
17/10/2022,10,2022,0.004824,0.02607,0.067931,19550.76,19268.56,19635.80,19173.33,27472552998,1.14,1736.47,265533326.9,35610794164372.00,613662,2.49,3677.95,1735.75,86,1664,18.72,1.03,7.19,4.29,-0.220425,20
18/10/2022,10,2022,0.008417,0.026707,0.067791,19334.42,19550.47,19666.99,19144.77,30580012344,1.3,1814.75,251371549.5,35610794164372.00,615413,3.05,3719.98,1755.96,83.29,1655.5,18.6,1.02,7.2,4.3,-0.2213672,22
19/10/2022,10,2022,0.006416,0.027267,0.063499,19139.54,19335.03,19348.42,19127.69,22425387184,1.37,1745.15,267303549.1,35610794164372.00,612805,3.03,3695.16,1725.76,86,1634.2,18.36,1.01,7.2,4.39,-0.2230173,23
20/10/2022,10,2022,0.006797,0.02141,0.062457,19053.74,19138.09,19315.20,18971.46,24493974420,1.22,1820.59,256682216,35610794164372.00,633545,3.04,3665.78,1704.39,86.02,1636.8,18.69,1.02,7.23,4.44,-0.2334415,23
21/10/2022,10,2022,0.007323,0.017859,0.058426,19172.47,19053.20,19237.38,18770.97,32459287866,1.14,1735.52,276154660,35610794164372.00,671089,3.11,3752.75,1742.24,85.47,1656.3,19.07,1.02,7.22,4.38,-0.2585443,23
22/10/2022,10,2022,0.002227,0.017606,0.056567,19208.19,19172.38,19248.07,19132.24,16104440957,1.12,1713.95,240750216.4,35610794164372.00,598580,3.11,3752.75,1742.24,85.47,1656.3,19.07,1.02,7.22,4.38,-0.2802107,20
23/10/2022,10,2022,0.007032,0.017299,0.055303,19567.01,19207.73,19646.65,19124.20,22128794335,0.93,1405.63,274506216.9,35626599175758.00,582380,2.7,3752.75,1742.24,85.47,1656.3,19.07,1.02,7.22,4.38,-0.2779456,23
24/10/2022,10,2022,0.004123,0.017062,0.055059,19345.57,19567.77,19589.13,19206.32,30202235805,1.29,1944.75,249031192.7,36835682546788.00,629949,2.53,3797.34,1748.4,86.12,1654.1,19.19,1.01,7.24,4.4,-0.2621668,22
25/10/2022,10,2022,0.010417,0.018403,0.055713,20095.86,19344.96,20348.41,19261.45,47761524910,1.2,2037.21,223395628.8,36835682546788.00,601629,3.1,3859.11,1796.16,86.93,1658,19.35,1.01,7.26,4.4,-0.2446233,20
26/10/2022,10,2022,0.010562,0.020173,0.054925,20770.44,20092.24,20938.13,20076.12,58895950537,1.38,1974.64,283822315.3,36835682546788.00,683262,3.19,3830.6,1804.33,89.39,1669.2,19.49,1,7.3,4.34,-0.2520961,33
27/10/2022,10,2022,0.008405,0.020981,0.050583,20285.84,20772.80,20854.04,20255.37,49625110402,1.28,1985.15,247200081,36835682546788.00,648360,3.33,3807.3,1806.32,89.06,1668.8,19.49,0.99,7.17,4.31,-0.2542448,32
28/10/2022,10,2022,0.009472,0.021831,0.048843,20595.35,20287.96,20724.98,20086.07,43994715910,1.15,1780.09,291146762.1,36835682546788.00,679257,3.16,3901.06,1846.92,87.85,1648.3,19.15,1,7.23,4.36,-0.2508211,30
29/10/2022,10,2022,0.007816,0.023074,0.047723,20818.48,20595.10,20988.39,20566.48,40369840645,1.13,1766.86,261848974.7,36835682546788.00,668004,3.28,3901.06,1846.92,87.85,1648.3,19.15,1,7.23,4.36,-0.2292064,34
30/10/2022,10,2022,0.006438,0.022942,0.045705,20635.60,20817.98,20917.01,20547.46,31486345556,1.14,1645.47,247200081,36835682546788.00,594597,2.94,3901.06,1846.92,87.85,1648.3,19.15,1,7.23,4.36,-0.2064003,34
31/10/2022,10,2022,0.009718,0.024539,0.046635,20495.77,20633.70,20795.32,20287.46,45668466815,1.08,1642.34,316782326.1,36835682546788.00,667561,2.6,3871.98,1846.86,86.54,1648.3,19.12,1,7.25,4.46,-0.1959242,31
01/11/2022,11,2022,0.004981,0.02252,0.046527,20485.27,20494.90,20647.29,20359.85,39819303159,1.31,1918,263680086.4,36835682546788.00,666319,3.3,3856.1,1851.39,88.36,1636.4,19.67,1.01,7.3,4.52,-0.1890165,30
02/11/2022,11,2022,0.007091,0.020993,0.04603,20159.50,20482.96,20742.81,20087.13,55552169483,1.25,2110.39,223395628.8,36835682546788.00,630399,3.24,3759.69,1789.14,90.06,1651,19.59,1.01,7.28,4.53,-0.1828565,30
03/11/2022,11,2022,0.007113,0.020431,0.045718,20209.99,20162.69,20382.10,20086.24,43228750179,1.18,1811.21,300302320.7,36835682546788.00,716406,3.19,3719.89,1779.73,88.14,1637.7,19.43,1.02,7.29,4.56,-0.1687179,30
04/11/2022,11,2022,0.015134,0.024006,0.047358,21147.23,20208.77,21209.56,20188.02,64072727950,1.35,2182.29,236213410.8,36835682546788.00,689430,3.32,3770.55,1799.87,92.58,1685.7,20.78,1.03,7.3,4.54,-0.1605498,30
05/11/2022,11,2022,0.004591,0.023172,0.046965,21282.69,21144.83,21446.89,21097.63,37846047609,1.17,1703.3,276497868.4,36835682546788.00,648416,3.33,3770.55,1799.87,92.58,1685.7,20.78,1.03,7.3,4.54,-0.1454873,38
06/11/2022,11,2022,0.005355,0.022968,0.046125,20926.49,21285.06,21345.38,20920.19,35082693210,1.07,1630.69,250862304.5,36835682546788.00,577334,2.93,3770.55,1799.87,92.58,1685.7,20.78,1.03,7.3,4.54,-0.1360842,40
07/11/2022,11,2022,0.00902,0.022739,0.046765,20602.82,20924.62,21053.25,20489.97,53510852236,1.18,1839.37,263186945.5,36766791551487.00,643216,2.64,3806.8,1809.81,91.8,1680.5,20.92,1.01,7.18,4.57,-0.1213648,33
08/11/2022,11,2022,0.039511,0.046248,0.061912,18541.27,20600.67,20664.61,17603.54,1.18992E+11,1.23,1814.59,297875786.9,36762198818467.00,719305,3.18,3828.11,1808.93,88.8,1716,21.5,1,7.23,4.55,-0.1168078,31
09/11/2022,11,2022,0.02684,0.053687,0.0677,15880.78,18543.76,18590.46,15682.69,1.02905E+11,1.31,1961.51,272291363.5,36762198818467.00,754032,3.4,3748.57,1760.4,85.79,1715.8,21.33,0.99,7.25,4.53,-0.1164486,29
10/11/2022,11,2022,0.039658,0.066911,0.078511,17586.77,15883.16,18054.31,15834.02,83202283721,1.32,1992.05,268636445.9,36762198818467.00,774942,3.52,3956.37,1867.93,86.52,1753.7,21.7,1,7.24,4.38,-0.1261619,22
11/11/2022,11,2022,0.018532,0.067377,0.080652,17034.29,17583.25,17650.94,16543.48,55871616488,1.31,2122.89,244879481.3,36762198818467.00,747386,3.39,3992.93,1882.74,89.14,1774.2,21.67,0.98,7.19,4.38,-0.1270832,25
12/11/2022,11,2022,0.009344,0.067878,0.079118,16799.19,17036.88,17066.68,16651.78,29717699419,1.08,1432.66,305185622.2,36762198818467.00,677645,3.3,3992.93,1882.74,89.14,1774.2,21.67,0.98,7.19,4.38,-0.1531306,21
13/11/2022,11,2022,0.008449,0.06818,0.07839,16353.37,16799.72,16920.77,16320.63,27209183682,1.21,1764.68,235742187.2,36762198818467.00,656286,2.82,3992.93,1882.74,89.14,1774.2,21.67,0.98,7.19,4.38,-0.136515,22
14/11/2022,11,2022,0.026041,0.072552,0.082542,16618.20,16352.03,17109.32,15872.94,49630243054,1.29,1970.86,224777434.3,36762198818467.00,661596,2.68,3957.25,1861.25,85.85,1774.2,22.11,0.97,7.11,4.42,-0.121261,24
15/11/2022,11,2022,0.013117,0.061809,0.08322,16884.61,16617.48,17051.96,16542.55,36599436183,1.34,1826.39,283256116.4,36762198818467.00,703644,3.27,3991.73,1889.2,86.87,1774.7,21.52,0.97,7.07,4.4,-0.1086694,22
16/11/2022,11,2022,0.008085,0.055317,0.083446,16669.44,16884.34,16960.29,16430.11,33925512989,1.31,1789.15,274118822.3,36762198818467.00,670368,3.17,3958.79,1853.17,85.62,1775.8,21.52,0.97,7.04,4.41,-0.1031129,23
17/11/2022,11,2022,0.009799,0.039253,0.083609,16687.52,16670.43,16726.44,16460.68,27868914022,1.3,1800.47,252189316.5,36762198818467.00,636467,3.25,3946.56,1839.12,81.69,1763,21.16,0.96,7.09,4.47,-0.1073768,20
18/11/2022,11,2022,0.004874,0.03482,0.083508,16697.78,16687.91,16947.06,16564.61,26862218609,1.37,2029.43,254016775.3,36762198818467.00,697975,3.18,3965.34,1849.73,80.07,1769,21.2,0.97,7.16,4.53,-0.1077215,23
19/11/2022,11,2022,0.002879,0.033669,0.083279,16711.55,16696.22,16797.88,16570.41,16106223492,1.5,1773.43,268636445.9,36762198818467.00,647807,3.23,3965.34,1849.73,80.07,1769,21.2,0.97,7.16,4.53,-0.1188672,23
20/11/2022,11,2022,0.008472,0.033629,0.083409,16291.83,16712.92,16746.78,16248.69,21313378652,1.42,1543.11,272375605.4,36773572356982.00,595776,2.79,3965.34,1849.73,80.07,1769,21.2,0.97,7.16,4.53,-0.104338,24
21/11/2022,11,2022,0.011294,0.024094,0.084153,15787.28,16291.22,16291.22,15599.05,37429485518,1.42,2099.06,236949654,36950494067222.00,661220,2.64,3949.94,1839.14,79.74,1754.6,21.06,0.97,7.12,4.54,-0.1040672,21
22/11/2022,11,2022,0.01263,0.023878,0.084813,16189.77,15782.30,16253.05,15656.61,30726828760,1.42,2009.8,231439196.9,36950494067222.00,623451,3.18,4003.58,1860.44,80.83,1754.8,21.23,0.98,7.16,4.57,-0.1247241,22
23/11/2022,11,2022,0.012872,0.026007,0.085726,16610.71,16195.59,16638.19,16170.50,32958875628,1.47,1943.24,258991482.2,36950494067222.00,696412,3.17,4027.26,1863.52,77.93,1760.4,21.53,0.97,7.14,4.54,-0.130553,22
24/11/2022,11,2022,0.007322,0.025125,0.085294,16604.46,16611.64,16771.47,16501.77,26129037414,1.57,1973.95,236949654,36950494067222.00,642832,3.16,4027.26,1863.52,77.93,1760.4,21.53,0.96,7.17,4.54,-0.1324651,20
25/11/2022,11,2022,0.004548,0.025026,0.084704,16521.84,16602.27,16603.32,16388.40,18678255976,1.51,2100.33,225928739.8,36950494067222.00,640008,2.98,4026.12,1869.19,76.45,1768.8,21.61,0.96,7.15,4.55,-0.1240437,20
26/11/2022,11,2022,0.004018,0.025182,0.08437,16464.28,16521.58,16666.86,16416.23,18000008764,1.52,2107.66,200213273.5,36950494067222.00,598183,3.1,4026.12,1869.19,76.45,1768.8,21.61,0.96,7.15,4.55,-0.109372,22
27/11/2022,11,2022,0.005038,0.02411,0.083962,16444.63,16463.88,16594.41,16437.03,20443898509,1.15,1637.29,249807387.1,36950494067222.00,568789,2.69,4026.12,1869.19,76.45,1768.8,21.61,0.96,7.15,4.55,-0.1037543,26
28/11/2022,11,2022,0.010706,0.023788,0.084277,16217.32,16440.22,16482.93,16054.53,27743025156,1.34,1889.47,255317844.2,36950494067222.00,630827,2.59,3963.94,1830.96,77.1,1755.3,21.13,0.96,7.17,4.55,-0.0981059,28
29/11/2022,11,2022,0.012121,0.023712,0.085013,16444.98,16217.64,16522.26,16139.40,23581685468,1.36,2072.61,240623292,36950494067222.00,658815,3.12,3957.63,1836.55,77.96,1763.7,21.44,0.97,7.21,4.56,-0.096431,26
30/11/2022,11,2022,0.007239,0.021152,0.084793,17168.57,16445.48,17190.94,16445.48,29523576583,1.25,1966.78,253481025.2,36950494067222.00,656181,3.18,4080.11,1886.58,80.48,1759.9,21.78,0.97,7.16,4.52,-0.092092,29
01/12/2022,12,2022,0.005073,0.020497,0.084796,16967.13,17168.00,17197.50,16888.39,22895392882,1.26,1865.8,281033310.5,36950494067222.00,704310,3.28,4076.57,1881.68,81.06,1815.2,22.84,0.96,7.08,4.44,-0.0929675,27
02/12/2022,12,2022,0.005635,0.020767,0.084684,17088.66,16968.68,17088.66,16877.88,19539705127,1.39,2173.8,229602377.9,36950494067222.00,686664,3.36,4071.7,1892.84,79.86,1809.6,23.25,0.95,7.04,4.47,-0.0875663,27
03/12/2022,12,2022,0.002979,0.020593,0.084433,16908.24,17090.10,17116.04,16888.14,16217776704,1.32,1915.66,240623292,36950494067222.00,650867,3.25,4071.7,1892.84,79.86,1809.6,23.25,0.95,7.04,4.47,-0.0773004,27
04/12/2022,12,2022,0.003986,0.02037,0.083007,17130.49,16908.17,17157.77,16903.44,16824520830,1.09,1570.07,257154663.2,36950494067222.00,570337,2.83,4071.7,1892.84,79.86,1809.6,23.25,0.95,7.04,4.47,-0.1002141,26
05/12/2022,12,2022,0.007771,0.018936,0.083243,16974.83,17128.89,17378.15,16922.43,22209086834,1.25,1877.15,268175577.4,36950494067222.00,654949,2.55,3998.84,1840.22,76.83,1781.3,22.42,0.95,7.02,4.54,-0.1107874,26
06/12/2022,12,2022,0.003803,0.014672,0.083154,17089.50,16975.24,17091.86,16939.92,19889922369,1.33,1943.99,231289584,34464833739061.00,637825,3.2,3941.26,1812.58,74.21,1782.4,22.34,0.95,6.96,4.51,-0.1136042,25
07/12/2022,12,2022,0.005898,0.014012,0.08287,16848.13,17089.51,17109.38,16750.56,19675404389,1.03,1583.3,292794732.7,34244331613176.00,652144,3.12,3933.92,1806.9,71.93,1798,22.92,0.96,6.99,4.46,-0.1139167,29
08/12/2022,12,2022,0.007707,0.015294,0.072658,17233.47,16847.35,17267.92,16788.78,20496603770,1,1579.87,284283257.9,34244331613176.00,646079,3.12,3963.51,1818.29,71.3,1801.5,23.25,0.95,6.97,4.49,-0.1256453,25
09/12/2022,12,2022,0.00366,0.014686,0.066773,17133.15,17232.15,17280.55,17100.84,20328426366,1.18,1747.82,258748833.6,34244331613176.00,662365,3.06,3934.38,1796.66,71.05,1810.7,23.72,0.95,6.97,4.5,-0.1516274,26
10/12/2022,12,2022,0.002544,0.01459,0.053376,17128.72,17134.22,17216.83,17120.68,12706781969,1.29,1569.27,262153423.5,34244331613176.00,617455,3.2,3934.38,1796.66,71.05,1810.7,23.72,0.95,6.97,4.5,-0.1627738,27
11/12/2022,12,2022,0.004465,0.0147,0.050144,17104.19,17129.71,17245.63,17091.82,14122486832,0.97,1481.55,250237358.8,34244331613176.00,570664,2.7,3934.38,1796.66,71.05,1810.7,23.72,0.95,6.97,4.5,-0.1529671,26
12/12/2022,12,2022,0.003593,0.013008,0.049409,17206.44,17102.50,17212.56,16899.39,19617581341,1.2,1836.69,243428179,34244331613176.00,639530,2.54,3990.56,1818.61,72.96,1792.3,23.4,0.95,6.96,4.54,-0.1554646,27
13/12/2022,12,2022,0.013912,0.018903,0.050623,17781.32,17206.44,17930.09,17111.76,26634741631,1.12,1740.75,280878668,34244331613176.00,710573,3.09,4019.65,1832.36,75.44,1825.5,23.99,0.95,6.98,4.44,-0.1542374,27
14/12/2022,12,2022,0.011546,0.021284,0.044904,17815.65,17782.07,18318.53,17739.51,25534481470,1.21,1867.84,251939653.8,34244331613176.00,673994,3.31,3995.32,1820.45,77.14,1818.7,24.14,0.94,6.94,4.44,-0.1560404,30
15/12/2022,12,2022,0.007185,0.021171,0.043577,17364.87,17813.64,17846.74,17322.59,20964448341,1.24,1990.74,236618999.1,34244331613176.00,691792,3.25,3895.75,1774.61,75.89,1787.8,23.31,0.94,6.95,4.44,-0.1428073,31
16/12/2022,12,2022,0.013441,0.025061,0.045028,16647.48,17364.55,17505.53,16584.70,24031608960,1.18,1955.2,221298344.5,34244331613176.00,675745,3.19,3852.36,1763.42,74.19,1800.2,23.33,0.94,6.97,4.41,-0.1421325,29
17/12/2022,12,2022,0.003454,0.025175,0.044061,16795.09,16646.98,16800.59,16614.03,14463581825,1.29,1907.25,234916704.2,34244331613176.00,675840,3.25,3852.36,1763.42,74.19,1800.2,23.33,0.94,6.97,4.41,-0.1672633,28
18/12/2022,12,2022,0.002657,0.024905,0.043843,16757.98,16795.61,16815.39,16697.82,10924354698,0.98,1466.71,246832768.9,34244331613176.00,559608,2.83,3852.36,1763.42,74.19,1800.2,23.33,0.94,6.97,4.41,-0.1652942,26
19/12/2022,12,2022,0.00539,0.025221,0.044109,16439.68,16759.04,16807.53,16398.14,17221074814,1.32,1905.12,233961255.2,34606598588473.00,625817,2.49,3817.66,1738.58,75.05,1797.7,23.2,0.94,6.97,4.44,-0.1604376,29
20/12/2022,12,2022,0.006645,0.021871,0.043767,16906.30,16441.79,17012.98,16427.87,22722096615,1.31,1920.66,246114015.2,35364065900457.00,653824,3.07,3821.62,1748.02,75.92,1825.4,24.27,0.94,6.98,4.44,-0.1521584,29
21/12/2022,12,2022,0.004561,0.019132,0.042468,16817.54,16904.53,16916.80,16755.91,14882945045,1.22,1905.53,251387886.9,35364065900457.00,653064,3.16,3878.44,1776.94,78.17,1823.9,24.19,0.94,6.96,4.41,-0.1508058,26
22/12/2022,12,2022,0.005438,0.018501,0.040878,16830.34,16818.38,16866.67,16592.41,16441573050,1.24,2008.75,237324228.9,35364065900457.00,665463,3.19,3822.39,1754.09,77.68,1795.3,23.62,0.94,6.98,4.45,-0.1509439,28
23/12/2022,12,2022,0.003143,0.012639,0.03887,16796.95,16829.64,16905.22,16794.46,15329265213,1.26,2075.2,232050357.1,35364065900457.00,680283,3.2,3844.82,1760.93,79.57,1804.2,23.92,0.94,6.98,4.46,-0.1421215,27
24/12/2022,12,2022,0.001719,0.012278,0.038212,16847.76,16796.98,16864.70,16793.53,9744636213,1.45,2397.07,156458195.3,35364065900457.00,562534,3.24,3844.82,1760.93,79.57,1804.2,23.92,0.94,6.98,4.46,-0.13278,29
25/12/2022,12,2022,0.00185,0.01213,0.037986,16841.99,16847.51,16860.55,16755.25,11656379938,0.99,1456.13,247871972.4,35364065900457.00,522307,2.64,3844.82,1760.93,79.57,1804.2,23.92,0.94,6.98,4.46,-0.1204847,29
26/12/2022,12,2022,0.002705,0.011044,0.037866,16919.80,16842.25,16920.12,16812.37,11886957804,1.12,1732.59,226776485.4,35364065900457.00,548937,2.23,3844.82,1760.93,79.57,1804.2,23.92,0.94,6.99,4.46,-0.0954954,28
27/12/2022,12,2022,0.003859,0.009487,0.037742,16717.17,16919.29,16959.85,16642.07,15748580239,1.38,2081.38,202165083.9,35364065900457.00,593337,2.64,3829.25,1749.52,79.45,1823.1,24.22,0.94,6.96,4.52,-0.0980906,27
28/12/2022,12,2022,0.006012,0.010272,0.036659,16552.57,16716.40,16768.17,16497.56,17005713920,1.03,1624.7,295336818.2,35364065900457.00,661225,2.92,3783.22,1722.02,78.89,1815.8,23.84,0.94,6.96,4.49,-0.0877513,28
29/12/2022,12,2022,0.002655,0.00912,0.034503,16642.34,16552.32,16651.76,16508.68,14472237479,1.26,1886.21,247871972.4,35364065900457.00,668338,3.13,3849.28,1766.25,78.43,1826,24.25,0.94,6.98,4.48,-0.0823318,28
30/12/2022,12,2022,0.005391,0.010114,0.034122,16602.59,16641.33,16643.43,16408.47,15929162910,1.36,1841.87,277757245.7,35364065900457.00,726125,3.19,3839.5,1761.25,80.16,1826.2,24.04,0.94,6.96,4.51,-0.0815436,28
